number,q1.1,q1.3,q1.9
1818,4,3,4
1820,3,3,6
1823,5,4,5
1824,3,3,6
1832,4,1,6
1833,3,4,4
1840,2,2,6
1852,4,2,6
1866,3,2,6
1873,4,3,6
1876,3,4,6
1881,4,3,5
1884,3,3,6
1889,3,4,6
1891,4,2,6
1894,4,4,5
1895,4,4,5
1902,4,3,6
1909,4,3,6
1912,1,4,6
1913,3,1,6
1918,5,3,6
1922,4,4,6
1924,6,3,6
1925,3,3,6
1927,3,3,5
1929,4,4,6
1930,4,3,5
1933,5,4,6
1934,3,4,6
1935,3,3,6
1937,4,4,6
1938,3,4,5
1944,5,3,5
1947,4,3,6
1950,4,4,5
1955,5,4,5
1957,5,4,6
1959,6,4,5
1962,3,4,5
1963,4,4,5
1965,4,4,5
1967,5,4,6
1974,3,4,5
1975,4,3,6
1984,6,4,6
1989,3,4,5
1993,1,3,4
1997,4,4,6
2003,4,3,6
2005,4,4,5
2010,4,3,5
2012,3,3,6
2013,2,3,6
2015,3,4,5
2018,3,4,5
2022,3,3,5
2024,2,2,5
2026,5,4,6
2027,6,4,6
2030,4,4,6
2031,3,2,6
2032,3,3,5
2034,4,3,5
2036,4,3,5
2040,3,3,5
2049,3,3,6
2052,4,4,4
2053,1,1,6
2058,4,4,4
2059,4,4,6
2061,6,3,5
2062,1,1,6
2066,6,4,5
2067,4,4,6
2069,4,3,4
2071,3,3,5
2075,3,3,5
2080,5,4,5
2082,3,3,5
2083,3,3,4
2084,3,3,6
2087,4,3,7
2089,4,4,6
2090,1,1,6
2092,5,3,5
2093,4,4,6
2098,3,3,5
2099,4,4,6
2102,2,1,6
2104,4,4,6
2106,5,3,5
2108,4,4,6
2114,4,1,5
2118,4,3,5
2120,3,1,5
2125,2,4,6
2126,3,1,5
2129,2,1,5
2131,1,3,6
2135,6,3,5
2136,4,1,5
2137,2,1,5
2142,4,3,5
2143,3,4,6
2145,6,4,6
2146,1,3,3
2148,4,4,6
2149,3,2,6
2150,1,1,5
2151,3,3,5
2154,4,4,5
2155,2,4,4
2158,4,4,6
2159,3,1,5
2160,4,3,4
2161,3,3,5
2164,5,4,5
2165,3,1,5
2166,4,3,5
2168,2,1,5
2169,1,1,3
2170,5,3,6
2171,4,4,6
2172,5,4,5
2173,2,4,4
2174,1,1,6
2179,3,3,5
2180,3,3,3
2186,4,3,4
2187,4,4,6
2189,1,2,6
2191,6,4,5
2192,3,3,5
2193,1,1,6
2194,3,1,5
2199,6,4,6
2200,3,3,6
2204,5,4,5
2205,6,4,5
2206,3,3,5
2207,3,1,5
2208,2,1,5
2212,5,3,6
2213,6,4,6
2215,3,3,5
2217,1,1,5
2220,4,3,5
2222,4,3,5
2233,2,2,6
2236,2,3,4
2239,3,1,6
2244,5,4,5
2250,1,1,6
2254,3,3,4
2255,3,1,6
2256,5,4,6
2261,2,2,5
2265,3,3,4
2272,3,3,4
2273,3,3,6
2274,3,1,6
2276,2,4,5
2277,3,3,3
2278,1,2,5
2284,2,2,5
2285,3,4,4
2288,4,4,6
2293,4,4,5
2295,3,3,4
2304,4,4,4
2313,2,2,6
2314,3,3,6
2317,5,3,5
2324,3,2,6
2331,4,3,5
2338,3,2,6
2348,5,4,5
2349,4,3,4
2352,3,4,6
2357,3,4,5
2362,2,1,3
2363,4,4,6
2369,4,4,6
2372,3,2,5
2374,3,3,4
2375,5,4,5
2380,6,4,6
2381,4,3,5
2384,4,4,6
2389,4,4,5
2391,6,4,6
2392,1,4,5
2400,3,4,6
2401,4,4,6
2404,3,4,5
2405,4,4,6
2407,4,3,6
2408,4,4,6
2413,1,3,5
2414,3,3,6
2416,5,3,6
2418,5,3,5
2421,1,2,5
2422,6,3,5
2426,3,3,6
2427,6,4,5
2428,4,3,5
2434,4,4,6
2435,6,3,6
2436,1,1,5
2442,4,4,6
2446,4,4,6
2448,4,4,6
2451,4,4,6
2453,3,4,6
2455,5,3,6
2459,4,3,6
2461,3,3,5
2464,3,3,5
2466,2,1,6
2467,3,2,6
2468,4,4,6
2470,4,2,6
2472,6,4,6
2473,1,2,7
2475,4,4,6
2480,1,2,5
2484,3,4,6
2501,3,4,6
2502,2,4,6
2505,3,4,5
2509,5,4,6
2516,4,3,4
2517,3,3,6
2521,2,3,5
2526,3,3,5
2529,4,4,6
2530,4,3,5
2531,4,4,5
2533,4,4,5
2534,2,2,5
2537,4,4,6
2543,2,3,5
2544,1,3,5
2546,5,3,5
2547,1,3,5
2550,6,3,4
2551,2,2,5
2554,5,3,6
2556,3,3,7
2566,4,3,4
2569,4,3,6
2572,4,3,6
2575,2,3,4
2578,6,3,7
2588,4,3,5
2590,3,3,5
2592,3,2,5
2594,5,4,6
2596,5,4,6
2600,2,3,4
2602,6,3,6
2603,6,3,6
2604,3,3,5
2606,5,3,6
2607,3,4,5
2608,4,4,6
2609,6,3,6
2611,3,3,6
2612,2,2,5
2620,2,3,4
2621,1,2,5
2623,4,4,6
2624,5,4,6
2625,2,1,6
2628,5,4,6
2631,1,1,6
2634,3,2,6
2635,4,3,6
2636,6,4,5
2638,5,4,5
2639,5,4,6
2640,3,1,5
2642,4,4,5
2643,6,3,6
2645,4,4,6
2647,4,4,4
2648,3,2,6
2649,2,1,6
2651,3,2,6
2653,4,4,6
2657,3,3,5
2661,6,3,7
2664,3,3,6
2667,2,4,3
2668,4,3,6
2669,2,2,3
2674,3,3,3
2675,4,3,6
2677,2,1,6
2681,3,3,5
2682,6,4,4
2684,5,4,6
2689,3,3,5
2701,4,4,5
2704,2,3,5
2709,4,4,6
2710,6,4,6
2714,3,1,7
2717,1,1,5
2719,1,1,5
2724,2,3,4
2726,3,2,6
2727,3,3,6
2737,3,1,6
2740,3,3,4
2745,3,3,6
2747,3,3,5
2750,4,4,6
2752,5,3,5
2753,3,1,6
2755,4,3,5
2761,4,4,6
2762,3,3,3
2763,3,4,6
2765,1,3,5
2768,2,2,4
2772,3,4,6
2773,3,4,5
2776,3,3,5
2778,3,3,6
2780,3,3,6
2783,4,4,6
2784,3,3,6
2787,4,3,5
2790,2,2,5
2791,5,4,5
2801,4,3,4
2805,5,2,5
2809,2,2,6
2811,6,3,5
2814,3,3,6
2817,4,3,5
2819,3,3,5
2821,2,2,4
2828,4,4,4
2829,3,2,5
2836,4,3,5
2837,4,3,5
2853,3,3,7
2855,3,3,4
2856,5,3,5
2867,2,1,6
2872,4,3,6
2875,4,4,6
2876,4,3,5
2877,4,3,4
2880,3,2,6
2881,1,2,6
2887,4,4,6
2888,4,3,6
2889,4,4,6
2891,4,4,6
2893,4,3,6
2900,2,1,6
2901,1,4,4
2904,4,4,6
2905,4,3,3
2908,3,4,5
2913,4,3,5
2914,3,3,6
2918,3,3,6
2926,4,4,4
2931,1,1,5
2932,4,3,6
2935,1,1,6
2936,4,3,6
2938,1,2,6
2942,4,4,6
2944,2,2,5
2945,4,4,6
2956,5,4,5
2957,4,4,5
2958,1,2,5
2959,1,1,5
2962,4,4,6
2963,3,4,4
2965,5,3,5
2968,1,1,5
2970,3,3,6
2972,2,1,5
2973,1,1,5
2975,4,4,6
2976,4,3,6
2978,5,3,6
2983,1,2,5
2984,2,2,5
2993,2,3,6
2996,3,1,5
2997,1,1,5
2999,1,1,6
3001,3,2,6
3002,1,2,5
3003,4,3,4
3006,3,2,5
3007,1,3,6
3011,3,2,6
3013,4,4,6
3017,1,1,5
3021,5,3,6
3024,1,1,6
3027,3,3,5
3031,1,2,6
3034,3,4,5
3035,6,3,7
3036,3,3,6
3038,4,3,5
3041,1,3,4
3042,3,3,6
3043,4,4,6
3045,2,1,5
3046,6,4,6
3058,1,2,6
3066,2,3,4
3070,3,1,6
3078,4,4,4
3089,2,2,5
3093,2,2,5
3094,1,2,6
3098,3,3,4
3103,2,4,5
3104,2,1,5
3106,4,2,6
3110,4,4,6
3112,3,3,5
3117,2,2,5
3121,2,2,5
3123,2,1,5
3124,2,3,5
3125,1,1,5
3128,5,3,6
3131,4,4,6
3133,3,3,4
3135,1,2,6
3137,5,3,5
3140,2,1,6
3145,2,2,6
3146,3,3,5
3147,5,3,5
3154,2,3,4
3155,4,4,5
3159,2,4,6
3161,3,3,6
3162,5,4,4
3164,5,3,5
3171,1,1,6
3174,5,3,5
3175,2,2,5
3176,2,2,5
3179,4,3,5
3183,1,3,5
3184,4,3,5
3186,2,3,4
3191,3,1,6
3192,4,4,6
3194,2,1,5
3195,1,2,5
3196,2,3,6
3197,5,3,5
3199,2,1,5
3201,1,3,5
3202,4,4,6
3205,4,3,5
3208,3,3,4
3210,2,1,5
3212,4,3,5
3214,4,4,6
3215,2,3,5
3220,4,3,6
3222,1,1,5
3226,6,4,5
3228,3,4,5
3229,2,1,5
3230,1,1,5
3231,4,3,6
3236,5,4,4
3238,4,3,5
3243,2,4,4
3246,4,3,6
3247,3,1,6
3249,4,4,4
3251,6,3,6
3252,1,3,4
3253,3,3,5
3256,4,3,6
3259,4,3,6
3260,4,4,5
3261,4,3,6
3265,4,3,6
3267,4,3,6
3269,3,4,6
3270,2,3,6
3271,1,3,6
3275,1,1,6
3277,5,4,6
3279,1,1,5
3280,2,2,6
3285,2,2,5
3286,4,4,6
3289,4,3,5
3292,3,2,6
3297,3,3,6
3300,3,3,6
3301,3,1,6
3310,3,2,6
3315,1,2,5
3321,1,3,5
3323,1,1,5
3328,2,3,5
3329,2,1,5
3336,3,1,5
3338,4,3,4
3361,1,2,5
3370,4,3,5
3397,4,3,5
3403,3,2,6
3412,4,3,6
3419,3,3,6
3420,4,3,6
3422,3,3,6
3424,4,3,6
3430,4,4,3
3434,6,3,3
3438,3,3,5
3445,4,3,5
3448,3,1,6
3452,3,3,6
3453,4,2,6
3454,3,3,6
3461,1,2,5
3467,5,4,6
3482,4,3,6
3523,3,2,5
3531,2,3,5
3536,3,1,5
3541,3,1,5
3552,1,2,6
3554,2,1,5
3561,2,1,5
3566,2,1,4
3576,2,2,5
3581,3,2,5
3587,3,3,6
3616,3,3,7
3623,2,1,5
3629,2,2,6
3664,4,3,6
3674,4,3,6
3678,5,3,6
3679,1,3,6
3687,2,2,5
3691,6,4,6
3694,3,2,6
3699,2,1,6
3701,1,3,5
3702,4,3,6
3709,4,3,6
3710,3,1,5
3715,3,3,6
3717,4,3,6
3718,4,4,6
3874,2,4,5
3899,2,1,5
3903,1,1,6
3904,1,1,5
3907,1,1,4
3910,1,1,6
3916,3,4,5
3917,3,3,6
3919,1,1,5
3922,3,4,5
3923,1,1,5
3924,1,1,5
3926,4,1,6
3928,3,1,5
3929,2,1,5
3933,1,1,5
3939,2,1,4
3943,1,1,5
3946,1,1,5
3947,3,3,6
3952,1,2,5
3961,3,3,6
3963,3,2,7
3964,3,3,7
3966,5,3,7
3967,4,4,6
3968,5,3,6
3969,3,3,6
3973,3,3,6
3974,3,3,6
3975,5,3,6
3978,3,3,6
3979,5,3,6
3980,4,3,6
3983,4,3,6
3984,3,3,6
3985,4,3,5
3998,4,3,5
3999,3,3,6
4004,1,1,5
4008,1,1,5
4013,1,1,5
4022,2,1,4
4031,3,3,6
4032,1,1,5
4048,2,3,5
4049,3,3,6
4053,1,1,5
4061,1,1,5
4085,2,2,5
4091,3,2,6
4100,3,2,5
4104,3,2,6
4144,3,2,6
4153,4,3,6
4168,3,3,6
4187,1,1,7
4261,5,4,5
4264,4,4,6
4267,5,4,5
4271,4,4,4
4279,3,4,4
4284,4,4,5
4291,5,3,5
4306,5,4,6
4309,3,3,4
4317,1,1,5
4319,3,3,4
4326,4,3,5
4336,3,3,5
4337,4,4,6
4349,4,4,5
4353,4,3,4
4362,5,4,6
4365,4,4,5
4378,2,3,5
4379,4,4,5
4394,4,3,5
4397,6,3,5
4404,1,3,6
4407,4,4,5
4409,3,3,6
4412,2,4,4
4420,1,1,5
4421,6,4,6
4422,2,4,5
4425,3,3,5
4428,6,4,5
4430,5,4,6
4435,2,4,5
4436,3,3,6
4440,4,4,5
4447,5,4,6
4451,1,1,6
4454,3,3,6
4458,4,4,5
4459,2,2,6
4460,5,4,4
4463,1,2,5
4466,2,3,6
4468,3,1,6
4470,5,4,5
4473,5,4,6
4475,5,4,6
4478,1,1,6
4480,5,4,6
4500,2,4,4
4514,1,4,4
4515,3,3,6
4527,3,3,6
4528,5,3,6
4530,3,4,3
4538,3,3,6
4540,3,3,6
4546,3,3,6
4548,4,4,4
4575,1,4,4
4594,3,3,5
4606,1,3,5
4612,4,4,5
4621,5,4,5
4624,1,1,6
4631,3,3,6
4635,3,3,6
4644,2,3,4
4645,1,2,6
4670,2,1,6
4689,4,2,6
4697,2,2,6
4699,3,3,5
4714,6,2,6
4722,1,1,6
4723,4,1,6
4731,1,1,6
4736,4,1,5
4742,3,1,5
4753,1,1,6
4766,3,2,5
4775,1,1,6
4794,3,3,6
4799,2,1,6
4830,4,4,4
4835,4,1,4
4841,1,3,3
4856,1,1,6
4864,4,3,6
4871,5,4,5
4882,3,3,6
4892,6,4,5
4901,3,1,5
4909,1,3,5
4911,4,1,5
4916,3,4,5
4917,3,1,5
4923,3,1,5
4925,6,3,6
4935,2,1,5
4944,2,1,5
4953,3,3,6
4954,3,1,5
4956,4,4,6
4963,2,1,5
4975,3,3,5
4981,3,1,5
4992,3,3,6
5002,4,1,6
5023,3,1,6
5027,2,3,6
5036,4,3,4
5046,3,3,6
5062,3,1,4
5069,3,1,5
5071,4,4,4
5075,3,1,5
5124,3,4,6
5131,3,3,6
5138,3,4,6
5147,1,1,6
5148,3,3,6
5155,2,1,5
5159,5,3,5
5160,1,1,5
5162,3,3,5
5164,2,1,5
5169,3,2,7
5170,4,4,5
5177,4,3,6
5182,4,3,5
5185,1,2,5
5186,4,4,6
5193,5,4,5
5195,2,1,5
5197,1,1,6
5198,6,4,5
5202,1,2,5
5203,3,2,6
5205,5,3,6
5207,1,1,5
5212,1,1,5
5219,4,2,6
5227,4,2,6
5234,5,3,5
5244,5,3,5
5252,4,4,5
5277,5,3,5
5284,4,3,5
5300,4,3,5
5306,3,3,6
5335,4,3,6
5349,4,4,6
5352,3,2,6
5358,3,3,6
5368,5,4,6
5371,1,1,6
5379,4,4,5
5386,3,3,5
5390,3,3,6
5392,4,3,6
5401,5,3,5
5411,2,2,6
5432,1,3,6
5482,4,2,6
5488,1,1,7
5490,1,3,6
5494,5,3,5
5497,5,3,6
5502,4,3,5
5528,4,3,5
5535,1,1,6
5537,3,3,6
5540,2,2,6
5544,3,3,6
5559,3,3,6
5569,5,3,6
5587,3,3,6
5600,5,3,6
5610,3,3,5
5624,6,4,6
5659,4,3,6
5669,5,4,6
5677,5,4,5
5715,4,4,6
5728,5,4,6
5740,5,4,6
5741,6,4,6
5753,3,3,6
5770,6,3,5
5775,6,3,6
5779,5,3,5
5783,6,3,5
5784,1,2,6
5825,6,3,6
5832,5,4,6
5836,5,4,6
5842,4,3,6
5853,2,3,3
5878,4,3,5
5900,3,3,5
5903,2,3,5
5916,3,3,6
5941,1,2,5
5944,2,2,5
5948,1,2,5
5950,6,4,6
5956,1,1,5
5987,1,1,5
5997,3,3,6
5998,6,3,6
6007,1,1,5
6012,6,3,6
6018,1,1,5
6029,1,2,5
6036,4,3,6
6038,3,3,6
6055,4,3,6
6069,4,3,6
6118,4,4,7
6124,1,2,6
6130,3,3,6
6135,4,3,5
6139,1,3,5
6140,1,2,6
6142,3,3,6
6149,1,1,6
6150,1,3,4
6158,3,3,6
6163,3,3,6
6262,2,3,6
6287,2,2,4
6297,4,4,5
6324,6,4,6
6339,2,3,6
6352,4,2,6
6356,4,2,6
6361,3,2,6
6364,3,3,6
6373,3,2,6
6377,3,3,6
6378,2,3,5
6380,2,3,5
6383,4,4,4
6384,2,2,4
6385,5,3,4
6386,4,3,4
6388,2,2,4
6389,6,3,5
6410,2,3,5
6486,1,1,5
6489,2,3,5
6494,2,3,5
6512,3,1,6
6523,3,1,6
6532,2,3,5
6542,2,1,5
6543,2,3,5
6548,2,1,5
6559,4,3,6
6560,2,3,5
6569,2,3,5
6575,1,1,6
6577,3,1,6
6588,1,2,6
6591,1,1,6
6597,1,1,5
6605,1,1,6
6613,3,1,6
6616,1,1,5
6618,3,2,6
6641,1,1,6
6650,1,1,5
6657,2,2,5
6681,2,2,5
6686,2,3,5
6690,2,3,5
6691,3,2,5
6694,2,2,5
6697,1,2,6
6699,2,3,5
6705,2,2,5
6709,2,3,5
6713,1,1,5
6717,2,3,5
6726,2,1,5
6748,1,3,5
6760,2,3,5
6771,3,2,6
6779,3,1,5
6791,2,3,5
6795,4,2,6
6797,2,1,5
6809,2,3,5
6812,2,3,5
6813,3,1,7
6818,2,1,7
6828,2,1,6
6829,3,3,5
6840,5,3,6
6851,5,3,7
6853,2,2,5
6855,2,3,5
6863,6,2,6
6871,2,1,7
6873,2,3,5
6875,2,3,5
6879,1,2,5
6896,2,3,5
6898,3,2,6
6904,1,2,6
6920,4,3,7
6921,3,2,5
6922,1,1,6
6930,3,2,6
6937,1,1,5
6941,5,2,6
6960,2,3,5
6966,4,2,6
6967,2,1,6
6976,3,2,6
6986,2,2,6
6991,2,3,5
7007,1,2,3
7023,3,1,6
7031,6,3,4
7036,1,3,5
7069,1,1,5
7096,1,1,6
7097,2,2,5
7099,1,3,5
7112,1,1,6
7128,1,2,3
7138,1,2,5
7142,1,1,5
7155,1,3,5
7173,1,1,5
7198,3,3,5
7206,3,3,5
7208,2,1,5
7214,3,2,5
7226,2,2,5
7233,3,2,6
7239,2,2,5
7243,3,1,4
7245,1,1,5
7250,1,2,6
7253,1,2,5
7263,1,1,5
7279,2,1,5
7290,3,1,5
7300,3,1,5
7313,3,1,4
7322,2,1,6
7323,2,3,5
7325,2,1,5
7328,3,3,5
7343,4,1,4
7347,6,2,5
7352,2,1,5
7355,3,3,5
7359,2,1,5
7361,1,2,4
7362,1,3,6
7367,6,4,4
7371,5,4,5
7375,5,3,4
7377,1,1,6
7378,6,3,4
7381,6,3,5
7383,1,2,5
7412,2,2,6
7449,1,1,5
7455,3,2,5
7462,1,1,5
7487,1,1,5
7499,1,2,5
7506,1,2,5
7516,1,1,5
7527,2,1,5
7553,4,3,4
7554,4,3,5
7557,5,3,4
7558,4,3,4
7559,4,3,4
7561,4,3,4
7567,1,2,6
7573,1,1,5
7575,3,2,5
7580,1,2,5
7582,1,1,5
7585,1,2,5
7587,2,1,5
7610,4,4,5
7619,4,4,4
7628,4,3,5
7634,3,4,6
7636,4,4,4
7639,4,1,4
7641,3,1,4
7645,3,1,5
7666,3,1,5
7670,4,1,5
7710,3,1,5
7711,4,4,5
7721,4,1,3
7738,3,1,3
7741,4,1,4
7745,3,1,4
7753,5,4,6
7756,3,1,3
7761,3,1,4
7776,3,1,3
7796,4,4,6
7814,1,2,5
7843,4,3,5
7847,3,1,5
7854,1,2,5
7858,1,1,5
7859,5,3,5
7874,3,1,5
7885,4,3,6
7887,1,1,6
7890,3,1,5
7896,4,4,5
7898,3,1,6
7899,4,4,6
7904,3,1,5
7907,4,4,5
7908,4,4,6
7909,4,3,5
7914,4,4,6
7921,3,4,5
7922,5,4,7
7925,4,3,6
7931,2,2,6
7934,3,3,5
7938,4,3,6
7945,4,3,5
7958,3,2,6
7985,2,1,4
7987,4,4,5
7988,3,1,3
7991,2,1,2
7994,1,1,4
7999,3,1,3
8002,3,1,3
8118,4,3,5
8144,3,3,6
8170,3,3,6
8213,3,3,6
8218,3,3,5
8289,2,2,6
8304,4,4,6
8315,4,3,5
8330,4,4,5
8348,6,3,6
8350,4,3,5
8387,4,3,5
8389,5,3,6
8448,3,3,5
8450,4,3,6
8462,6,3,7
8466,3,3,7
8470,5,4,5
8487,2,3,6
8505,3,3,6
8525,2,3,5
8528,2,1,6
8535,3,3,5
8542,3,3,4
8549,6,3,7
8551,4,3,5
8584,4,3,6
8589,3,3,5
8594,1,1,5
8601,3,3,5
8610,4,2,5
8638,6,3,7
8642,6,3,6
8645,4,3,6
8650,3,3,5
8652,6,4,6
8669,6,4,7
8751,4,3,6
8756,1,3,4
8910,3,3,5
8917,5,3,7
8920,3,3,4
8954,3,3,6
8957,3,3,5
8963,3,3,5
8975,5,3,6
8978,3,3,6
8989,3,3,6
9008,3,3,6
9022,4,3,7
9027,2,3,4
9034,3,3,5
9038,2,3,6
9048,5,3,4
9053,3,3,5
9059,3,3,6
9083,6,4,7
9084,3,3,5
9088,3,3,5
9089,5,3,6
9102,3,3,4
9104,4,3,4
9114,3,3,5
9118,5,3,5
9120,5,3,6
9122,2,3,4
9132,5,3,7
9144,4,3,6
9150,4,4,7
9223,4,4,6
9237,6,4,6
9243,3,1,5
9262,5,3,5
9271,4,4,5
9494,6,4,5
9629,5,4,7
9638,6,4,6
9649,5,1,6
9664,3,3,5
9665,5,4,6
9792,5,3,7
9799,3,1,5
9809,5,2,6
9820,5,2,6
9821,4,4,6
9828,3,1,5
9847,2,1,4
9855,2,1,4
9887,1,3,6
9901,3,3,5
9908,3,3,5
9926,4,4,5
9930,3,1,6
9934,3,4,5
9941,5,2,6
9949,6,1,6
9953,4,2,6
9960,1,1,4
9961,5,2,6
9962,3,1,6
9966,4,2,7
9969,4,2,5
9970,2,1,6
9973,4,1,7
9975,5,2,6
9977,4,1,6
10026,4,2,6
10028,5,2,6
10029,3,1,6
10032,4,4,5
10033,3,1,6
10038,2,1,6
10070,1,2,6
10081,4,2,6
10084,5,2,6
10087,2,1,6
10126,1,1,4
10135,4,4,6
10427,3,3,5
10490,4,1,4
10492,4,1,4
10495,3,3,6
10510,4,1,4
10553,5,3,6
10555,3,3,5
10558,5,3,6
10561,4,4,6
10565,4,3,5
10567,5,3,6
10622,5,3,6
10624,3,1,4
10648,4,4,6
10651,4,4,6
10655,3,1,4
10692,4,4,5
10750,4,4,6
10758,4,4,6
10763,5,4,7
10776,3,1,4
10777,3,1,4
10778,4,4,6
10785,4,4,6
10787,4,4,6
10862,4,4,6
10863,4,4,5
10936,4,4,5
11139,5,4,5
11143,3,4,5
11167,3,4,4
11261,3,4,5
11264,2,1,1
2906,1,2,5
2921,1,3,5
2930,1,3,6
2940,1,4,5
2946,2,3,6
2955,3,3,6
2960,1,3,6
2964,2,2,5
3008,2,3,6
3016,1,3,6
3025,2,3,6
3037,3,3,6
3052,2,3,6
3062,2,3,6
3084,3,2,5
3091,1,1,6
3095,1,1,5
3099,4,4,6
3107,4,4,6
3118,4,4,6
3241,1,1,4
3248,1,2,6
3262,1,1,6
3272,2,2,6
3288,2,2,6
3599,3,2,6
3615,4,3,6
3627,1,1,6
3638,2,2,6
3649,3,2,6
3654,4,2,6
3703,2,3,6
3713,3,1,6
3716,3,3,6
4074,3,3,6
4087,2,2,6
4093,1,3,7
4099,1,3,6
4103,2,3,6
4109,2,3,5
4115,1,2,5
4121,3,3,6
4142,1,3,6
4155,1,3,5
4167,3,4,6
4171,4,4,6
4221,3,3,6
4236,2,1,6
4237,3,3,5
4442,3,2,5
4450,1,3,5
4469,3,3,6
4476,3,3,6
4481,3,2,5
4485,1,2,6
4486,3,3,6
4488,3,2,6
4489,3,3,5
4490,3,3,6
4492,2,3,5
4494,3,3,5
4685,3,4,6
4691,5,3,6
4719,3,3,6
4728,2,3,6
4734,3,4,6
4741,3,3,6
4746,3,3,6
4751,2,3,5
4758,3,3,6
4762,3,3,6
4773,1,3,6
4777,3,3,5
4791,2,3,6
4801,3,3,6
4803,2,3,5
4805,3,3,6
4806,3,3,5
4812,3,3,5
4816,2,3,5
7246,1,2,5
7280,2,2,6
7283,1,2,5
7310,1,2,5
7312,3,2,5
7315,1,2,5
7337,1,2,5
7748,1,2,5
7758,1,2,5
8125,1,2,5
8132,1,2,5
8137,3,2,5
8292,6,2,5
8297,2,1,6
8306,6,2,5
8384,6,2,5
8388,2,2,6
8392,6,2,5
8395,2,2,6
8398,6,2,5
8559,1,2,6
8597,4,2,5
8600,2,2,5
8612,4,2,5
8614,4,2,5
8617,2,1,5
8641,4,2,5
8646,4,2,5
8649,4,2,5
8651,4,2,5
8655,4,2,5
8662,3,1,6
8670,2,2,6
8675,4,2,5
8686,4,2,5
8691,3,1,6
8749,4,2,5
8784,2,2,6
8787,3,2,5
8790,4,2,5
8792,4,2,5
8818,2,3,5
8826,2,2,4
8846,2,2,5
8848,2,1,5
8849,5,3,5
8850,4,3,5
8851,3,3,5
8863,4,2,5
8871,2,2,6
8874,3,2,5
8876,2,3,5
8878,3,2,5
8881,3,2,5
9249,2,3,5
9250,1,2,6
10874,2,3,6
184,6,3,5
188,6,4,4
189,1,4,7
287,3,3,4
288,5,3,4
669,1,2,4
673,1,2,5
675,6,1,7
677,6,4,7
678,3,1,5
683,2,2,5
685,6,4,7
687,6,4,4
1091,3,2,7
1092,3,2,6
1100,1,2,4
1109,6,4,7
1238,1,1,6
1666,5,4,6
1668,2,3,5
1678,6,3,7
1685,5,4,6
1690,1,4,5
1696,5,4,6
1700,5,4,6
1701,1,3,6
1758,2,1,5
1763,5,4,6
1773,6,1,7
1776,5,4,6
1779,1,4,4
1904,5,4,6
1905,3,2,7
2487,6,1,5
2489,4,4,6
2490,1,1,7
3136,3,3,6
3487,4,3,3
4047,2,3,4
4057,6,3,5
4065,4,2,4
4081,3,3,4
4095,3,2,5
4106,5,4,4
4123,3,4,3
4126,4,3,4
4140,2,1,5
4161,4,3,5
4173,3,3,5
4178,4,3,5
4181,5,3,6
4503,3,3,5
4834,6,3,5
4926,3,4,5
4947,6,1,6
5082,3,3,6
5089,1,1,4
5151,2,1,6
5188,4,3,4
5204,2,3,5
5222,3,3,5
5228,1,2,5
5233,2,3,5
5241,2,3,6
5242,3,3,6
5246,3,3,6
5257,2,3,4
5264,2,1,7
5269,3,3,6
5273,2,3,5
5283,1,1,6
5294,1,1,5
5298,3,3,5
5305,5,4,6
5310,2,3,5
5336,1,1,5
5391,4,2,6
5404,5,1,6
5406,1,4,6
5417,4,2,6
5418,2,2,5
5426,1,1,5
5434,3,3,6
5435,1,1,5
5439,3,3,5
5441,3,2,6
5444,3,3,5
5446,1,1,5
5451,1,2,5
5452,1,1,5
5468,2,2,6
5485,3,2,5
5499,3,3,6
5504,2,4,4
5507,1,1,4
5510,1,3,5
5513,3,1,4
5514,5,2,5
5516,2,2,5
5518,3,3,6
5520,1,2,4
5521,4,3,6
5522,3,3,6
5523,2,2,5
5531,3,3,6
5539,3,2,6
5551,3,3,4
5565,2,4,5
5574,3,4,4
5586,3,3,5
5593,4,3,5
5605,3,3,4
5696,4,3,5
5718,3,3,5
5736,3,4,4
5744,3,3,5
5817,2,3,5
5826,2,3,5
5834,3,3,5
5840,3,3,6
5844,1,2,4
5848,2,2,5
5858,2,3,5
5868,1,1,5
5873,1,2,5
5896,6,2,4
5912,3,3,6
5932,4,1,6
5959,4,4,5
5979,3,3,4
5985,3,4,5
6010,3,4,4
6016,3,3,4
6017,6,4,6
6034,6,4,4
6061,3,3,6
6071,3,3,6
6075,6,4,6
6088,3,2,6
6161,1,1,5
6162,1,1,7
6164,1,1,1
6167,5,2,4
6170,5,1,5
6173,3,3,6
6179,3,2,6
6182,1,2,5
6186,3,1,7
6187,1,3,5
6189,3,3,6
6190,3,2,5
6191,5,2,6
6195,3,2,6
6199,3,2,5
6209,2,3,6
6213,2,3,6
6235,2,3,6
6248,4,1,6
6290,6,3,5
6301,3,3,4
6321,4,3,5
6326,2,3,6
6332,3,3,5
6340,4,3,5
6346,2,3,3
6347,3,4,6
6354,3,1,5
6362,3,3,5
6371,1,2,6
6374,2,3,5
6400,2,3,5
6402,1,1,6
6408,3,1,6
6417,3,1,5
6431,2,3,5
6443,4,2,6
6453,2,3,5
6455,4,1,7
6457,2,3,5
6462,4,3,6
6473,2,3,5
6480,2,3,5
6485,2,3,5
6495,2,3,5
6777,2,3,5
6792,4,2,5
6793,1,2,5
6826,4,2,6
6845,3,2,5
6884,3,1,5
6889,2,3,5
