실태조사응답자일련번호,응답자성별코드,응답자연령대코드,응답자거주지역코드
FFNSR_RSPT_CONNO,RSPT_SXDST_CD,RSPT_AGGRP_CD,RSPT_RSDNC_ARCD
5648,M,2,14
5649,F,3,10
5650,F,1,11
5651,M,1,3
5652,F,2,14
5653,F,2,8
5654,M,6,8
5655,F,2,6
5656,M,6,14
5658,F,6,14
5659,M,3,1
5660,F,1,14
5661,M,5,14
5662,F,2,14
5663,M,6,8
5665,F,3,8
5666,M,2,6
5669,F,4,1
5670,M,1,14
5673,M,5,10
5674,M,6,14
5676,M,1,14
5677,F,4,1
5679,F,3,14
5680,M,3,8
5681,F,2,8
5683,F,1,11
5686,F,2,11
5687,F,4,1
5688,F,1,11
5689,M,2,6
5690,M,3,14
5691,M,6,11
5693,M,6,3
5694,F,3,8
5695,F,3,11
5696,F,1,5
5697,M,5,8
5699,F,6,14
5701,F,3,1
5702,F,3,11
5703,M,4,14
5704,M,1,9
5705,M,1,6
5706,M,4,11
5708,F,1,3
5709,M,4,4
5710,F,3,3
5711,F,4,8
5712,F,3,3
5713,M,3,14
5714,F,4,11
5715,F,4,1
5716,F,2,8
5717,F,4,9
5718,M,1,5
5719,F,2,3
5720,F,2,4
5721,F,1,3
5722,F,3,6
5723,F,2,8
5724,M,2,9
5725,M,5,3
5726,F,2,8
5727,M,3,9
5728,F,4,1
5730,M,4,3
5731,M,1,8
5732,M,3,3
5733,F,1,8
5735,F,2,8
5736,M,1,5
5737,F,1,8
5738,F,4,11
5739,F,1,8
5740,M,1,1
5741,M,5,1
5742,M,2,8
5743,M,5,8
5744,F,5,5
5745,F,3,8
5746,M,1,8
5747,M,3,8
5749,M,5,16
5750,M,6,4
5751,F,3,8
5752,F,5,4
5753,M,6,1
5754,M,1,8
5755,M,2,16
5756,F,5,8
5757,M,4,3
5758,F,3,8
5759,F,2,8
5760,F,4,8
5761,F,4,6
5762,F,2,8
5764,F,4,3
5765,M,5,8
5766,F,5,3
5767,M,1,11
5768,F,5,11
5769,M,3,16
5770,F,6,1
5771,M,5,11
5772,M,1,6
5773,M,2,11
5774,M,2,3
5775,F,6,1
5776,M,5,11
5777,F,4,3
5778,F,5,14
5779,F,6,1
5781,M,1,14
5782,M,1,10
5783,F,6,1
5784,M,3,1
5785,F,3,9
5788,F,3,9
5789,M,5,14
5790,M,5,8
5791,M,5,14
5792,F,4,14
5793,F,1,3
5795,M,3,6
5796,M,2,14
5797,F,5,14
5798,F,4,14
5799,F,5,3
5800,F,4,14
5801,M,6,3
5802,M,3,9
5803,F,1,14
5804,F,4,14
5806,M,1,14
5807,M,5,3
5808,F,2,16
5810,F,1,16
5811,F,4,3
5812,M,3,14
5813,M,4,14
5814,F,4,3
5815,M,1,3
5816,M,4,3
5817,F,3,5
5818,M,2,16
5819,F,3,14
5820,F,3,14
5821,F,4,3
5823,M,1,14
5824,F,6,3
5825,M,4,1
5826,M,4,5
5827,M,4,6
5828,F,3,14
5829,F,3,14
5830,M,3,3
5831,M,4,10
5832,M,2,1
5833,F,6,15
5834,M,4,5
5835,M,4,14
5836,M,4,1
5837,F,4,10
5838,F,4,10
5839,M,4,1
5840,M,3,5
5841,M,4,14
5842,M,4,1
5843,M,5,3
5844,F,4,5
5845,F,3,3
5846,M,3,1
5848,F,4,5
5849,F,6,15
5850,F,3,3
5851,M,2,9
5852,F,6,14
5853,M,1,1
5854,M,3,10
5855,M,3,9
5856,F,3,3
5857,M,4,14
5858,M,5,5
5859,M,2,3
5861,F,5,10
5862,F,5,14
5863,F,6,14
5865,F,5,3
5866,F,1,9
5867,F,4,10
5868,F,5,5
5869,F,4,13
5870,F,1,1
5871,F,6,14
5872,F,1,9
5873,F,6,5
5874,M,6,14
5875,F,6,14
5876,F,5,3
5877,F,3,14
5878,F,2,1
5879,M,4,10
5882,F,5,9
5883,M,4,15
5884,M,6,14
5885,F,3,14
5886,M,3,1
5887,M,1,14
5888,M,1,10
5889,F,4,14
5891,F,4,14
5893,F,6,13
5896,F,4,5
5898,F,2,5
5899,F,5,14
5900,F,6,1
5901,M,2,14
5903,F,2,1
5906,M,2,14
5907,F,6,14
5909,M,4,5
5911,F,4,9
5912,F,5,5
5913,F,2,14
5914,M,4,14
5915,M,1,5
5916,F,5,1
5917,F,6,5
5918,F,3,9
5919,F,6,14
5920,F,4,14
5921,M,1,3
5922,F,4,9
5924,M,2,14
5925,F,5,14
5926,F,2,5
5927,F,6,14
5928,F,4,6
5929,F,5,9
5930,M,6,14
5931,M,3,9
5932,F,4,5
5934,F,2,3
5935,M,4,14
5936,F,3,3
5937,M,1,14
5939,M,2,9
5940,F,5,6
5941,M,1,1
5942,M,5,14
5943,F,5,14
5944,F,1,1
5945,F,1,3
5946,F,1,3
5948,F,3,1
5950,M,6,1
5951,F,1,14
5952,M,5,3
5953,M,2,3
5954,M,6,6
5955,M,3,14
5956,M,3,1
5957,F,5,8
5958,M,5,14
5959,M,2,5
5960,M,2,14
5961,F,3,14
5962,F,2,3
5963,M,3,8
5964,F,4,3
5965,F,6,5
5966,M,3,14
5967,M,3,14
5968,F,5,5
5969,M,6,8
5970,M,1,7
5971,F,6,6
5972,M,4,4
5973,F,4,8
5974,M,3,14
5976,F,4,8
5977,F,3,3
5978,F,1,14
5979,M,2,5
5980,M,3,8
5982,M,3,16
5983,F,2,8
5985,F,4,5
5986,M,3,8
5987,M,2,1
5988,M,2,16
5989,F,5,4
5990,M,5,7
5991,M,3,14
5992,M,4,8
5994,M,4,3
5995,M,1,4
5997,M,2,1
5998,M,6,1
5999,F,4,8
6000,M,2,8
6001,M,2,16
6003,M,4,8
6004,F,2,16
6005,F,6,3
6006,F,5,8
6007,M,2,1
6008,F,5,4
6009,F,1,8
6010,M,4,5
6011,M,6,4
6012,F,4,1
6014,F,2,16
6015,M,3,8
6016,M,3,5
6017,M,6,5
6018,F,5,1
6019,F,4,4
6020,M,5,7
6021,M,3,8
6023,F,2,16
6024,M,3,3
6025,F,2,8
6026,M,1,5
6027,F,5,8
6028,M,3,4
6029,M,2,1
6030,M,4,8
6032,F,1,4
6033,M,4,16
6034,F,6,5
6035,F,4,14
6036,M,5,1
6037,M,3,4
6038,F,6,1
6039,M,1,5
6040,F,6,11
6041,F,1,8
6042,M,3,6
6043,F,5,8
6044,F,1,4
6046,M,5,4
6047,F,6,11
6048,M,4,8
6049,F,3,5
6050,F,1,8
6051,F,3,3
6052,F,3,4
6053,F,2,11
6054,M,4,16
6055,F,4,1
6057,F,2,8
6058,M,4,16
6059,M,3,4
6060,M,4,11
6061,M,1,5
6062,F,4,8
6063,M,4,16
6064,M,3,16
6065,F,4,8
6066,M,3,3
6067,F,1,4
6068,M,3,16
6069,M,5,1
6070,M,1,8
6071,F,4,5
6072,M,5,16
6073,F,4,16
6075,F,6,5
6076,F,4,8
6077,F,2,4
6078,M,1,8
6081,M,1,15
6082,M,3,8
6085,M,2,8
6086,F,4,8
6087,F,3,4
6088,M,2,5
6089,M,3,8
6090,M,2,8
6091,M,5,4
6092,F,4,8
6093,F,1,8
6094,F,6,4
6095,F,3,8
6096,F,3,8
6097,F,6,8
6098,M,6,6
6099,F,3,8
6100,F,3,8
6101,M,6,10
6102,F,4,8
6103,F,3,8
6104,F,6,10
6105,M,2,8
6106,M,4,11
6107,M,4,8
6108,M,1,11
6109,F,2,3
6110,M,3,8
6111,F,1,1
6112,M,3,3
6113,F,3,8
6114,F,2,8
6115,M,5,6
6116,M,5,4
6117,M,3,8
6118,F,4,1
6119,M,6,3
6120,M,1,8
6121,M,1,11
6123,F,1,4
6124,M,3,1
6125,M,5,8
6127,F,4,8
6128,M,2,11
6129,F,2,3
6130,M,1,1
6131,M,2,11
6132,M,1,4
6133,F,6,3
6134,F,3,8
6135,M,2,1
6136,F,1,11
6137,M,3,8
6138,M,5,3
6139,M,3,1
6140,M,2,1
6141,M,5,8
6142,M,1,1
6144,F,1,4
6145,F,1,8
6148,M,1,8
6149,M,2,1
6150,M,3,1
6151,M,2,3
6152,M,1,2
6155,M,1,2
6156,M,4,2
6157,M,3,8
6158,F,2,1
6160,F,3,8
6161,F,1,5
6162,F,4,5
6163,F,3,1
6164,M,4,5
6165,F,1,10
6166,F,4,8
6167,F,4,5
6168,F,3,8
6169,F,2,11
6170,M,4,5
6171,F,4,11
6172,M,2,16
6173,F,5,5
6174,M,2,10
6175,F,1,16
6177,M,1,14
6178,M,3,11
6179,F,6,5
6180,M,3,5
6181,M,3,11
6182,M,1,5
6183,F,2,10
6185,M,5,14
6186,M,2,5
6187,M,3,5
6188,M,3,11
6189,M,4,5
6190,M,5,5
6191,F,4,5
6192,F,4,14
6193,F,2,10
6194,M,6,11
6195,M,4,5
6196,M,2,5
6197,F,6,14
6198,M,4,9
6199,M,4,5
6200,F,2,14
6201,M,4,8
6202,F,5,14
6203,M,1,8
6204,F,5,8
6205,F,4,5
6206,M,3,16
6207,F,4,11
6209,F,3,5
6210,M,4,9
6211,M,3,10
6212,M,4,14
6213,M,3,5
6214,F,6,8
6215,M,3,11
6216,F,3,8
6217,F,2,14
6218,F,6,8
6219,M,1,8
6220,M,6,11
6221,M,3,8
6222,F,1,8
6224,F,3,10
6225,F,4,8
6227,F,2,8
6229,F,3,14
6230,M,2,8
6231,F,5,8
6232,F,6,10
6235,M,3,5
6236,F,1,3
6237,F,2,3
6238,F,5,8
6239,M,4,8
6240,M,4,10
6242,M,3,14
6243,F,5,3
6245,F,4,8
6246,F,3,8
6247,M,1,6
6248,M,4,5
6249,F,1,6
6250,F,1,3
6251,F,3,6
6252,F,4,6
6253,M,2,8
6254,M,6,3
6255,M,3,5
6256,F,1,8
6257,F,4,14
6258,M,1,3
6259,F,1,3
6260,F,6,8
6261,F,1,8
6262,F,1,1
6263,F,3,8
6264,F,1,3
6265,M,3,8
6266,M,5,8
6267,M,2,8
6268,F,5,3
6269,F,3,3
6271,M,4,8
6272,M,2,1
6274,M,2,8
6275,F,3,8
6276,M,6,3
6277,M,3,8
6278,F,3,8
6279,F,4,8
6280,F,4,8
6281,F,2,8
6282,F,3,4
6284,F,2,8
6286,M,4,8
6287,M,1,1
6288,M,5,8
6289,M,3,8
6290,F,3,5
6291,M,1,3
6292,M,4,3
6293,M,4,8
6294,F,1,8
6295,M,5,3
6296,M,4,8
6297,M,4,1
6298,F,5,3
6299,M,3,8
6300,F,6,6
6301,F,4,5
6302,F,4,4
6303,F,4,6
6304,F,3,8
6305,F,1,1
6306,M,6,8
6307,M,4,6
6308,F,3,3
6309,F,4,8
6310,M,5,8
6311,M,4,8
6312,F,6,8
6313,M,3,6
6314,M,5,2
6315,F,6,8
6316,M,3,6
6317,M,4,8
6318,F,6,8
6320,F,3,4
6321,F,4,5
6322,F,4,8
6323,M,5,2
6324,M,3,1
6325,F,6,8
6326,M,3,5
6327,M,5,6
6328,F,6,3
6329,F,5,8
6330,M,4,8
6331,M,3,8
6332,F,5,5
6333,M,2,8
6334,F,5,6
6335,F,6,8
6336,M,4,8
6337,F,4,8
6338,M,1,8
6339,F,2,1
6340,F,2,5
6342,F,3,8
6343,F,1,8
6344,M,1,8
6345,M,3,4
6346,F,5,5
6347,M,4,5
6348,M,2,8
6349,F,3,8
6350,F,2,8
6351,F,1,8
6352,F,3,1
6353,M,2,8
6354,M,3,5
6356,F,3,1
6357,M,1,9
6358,M,3,8
6359,M,3,8
6360,M,3,8
6361,F,3,1
6362,M,4,5
6363,M,2,6
6364,F,2,1
6365,M,2,6
6366,F,3,8
6367,F,4,8
6368,F,3,1
6369,F,2,9
6370,F,4,1
6371,F,4,5
6372,F,1,9
6373,F,4,1
6374,F,3,5
6375,F,3,8
6376,F,5,6
6377,F,4,1
6378,F,4,1
6379,F,5,6
6380,M,2,1
6381,F,2,8
6382,M,5,8
6383,F,1,1
6384,M,1,1
6385,M,1,1
6386,F,1,1
6387,M,3,4
6388,F,1,1
6389,F,6,1
6390,M,3,4
6392,M,6,8
6393,F,4,4
6394,M,6,8
6395,M,1,6
6396,M,4,7
6397,F,4,7
6398,F,4,8
6400,M,3,5
6401,F,2,8
6402,M,2,5
6403,F,4,8
6404,M,4,7
6405,F,4,8
6406,F,4,8
6407,F,3,8
6408,M,4,5
6410,F,6,1
6411,F,4,7
6412,F,4,8
6413,F,5,8
6414,M,2,8
6415,F,2,8
6416,M,6,7
6417,F,4,5
6419,M,3,8
6420,F,2,8
6421,M,2,8
6422,F,3,11
6423,F,4,8
6424,M,3,7
6425,F,4,8
6426,M,2,8
6427,F,2,8
6428,F,4,8
6429,F,3,8
6430,M,2,7
6431,F,1,5
6432,F,2,8
6433,M,1,8
6434,F,3,8
6435,M,1,8
6436,F,4,7
6437,F,3,8
6438,F,6,8
6439,M,2,8
6440,F,3,8
6441,F,1,7
6442,M,2,8
6443,F,3,5
6444,M,4,8
6445,F,3,8
6446,M,1,7
6447,M,4,8
6448,M,1,8
6449,F,3,8
6450,M,4,3
6451,M,3,8
6452,F,3,8
6453,F,1,5
6454,M,3,7
6455,F,3,5
6456,F,4,8
6457,M,2,5
6458,M,1,8
6459,M,3,7
6460,M,1,8
6462,F,3,5
6463,M,5,7
6464,M,5,7
6465,M,1,8
6467,F,2,8
6468,M,4,7
6469,M,1,7
6471,M,1,7
6472,M,2,7
6473,F,5,5
6474,M,4,11
6475,M,4,7
6476,M,4,8
6477,F,2,8
6478,F,4,16
6479,F,1,8
6480,M,1,5
6481,M,5,8
6482,M,2,8
6483,F,5,16
6484,F,2,2
6485,F,4,5
6486,F,5,1
6487,M,3,8
6488,F,5,8
6489,F,2,1
6493,F,2,8
6494,F,5,1
6495,F,1,5
6496,F,3,8
6497,F,1,7
6498,F,1,7
6499,M,2,8
6500,F,4,11
6501,F,3,8
6502,F,3,8
6503,F,4,11
6504,F,4,14
6505,M,3,8
6506,F,4,11
6507,F,1,3
6508,F,3,14
6509,M,3,7
6510,M,3,3
6512,F,6,1
6513,M,5,11
6514,M,3,3
6515,F,5,14
6516,M,5,11
6517,F,4,8
6519,F,5,11
6521,F,2,3
6522,M,6,11
6523,F,6,1
6524,M,4,8
6525,M,1,3
6526,M,6,11
6528,F,6,11
6529,F,6,11
6530,M,5,14
6531,F,3,8
6532,F,5,1
6533,F,2,10
6534,F,1,14
6535,F,6,8
6536,F,1,10
6537,M,5,14
6538,M,1,1
6539,M,2,10
6540,F,2,14
6541,M,4,10
6542,F,3,1
6543,F,2,1
6544,M,1,10
6546,F,4,8
6547,M,2,10
6548,F,4,1
6549,M,2,14
6550,M,3,3
6553,F,3,10
6554,M,3,10
6555,M,1,14
6556,F,2,4
6557,F,4,10
6558,F,1,8
6559,M,6,1
6560,F,6,1
6562,M,4,8
6564,F,2,14
6565,F,5,10
6566,F,6,1
6568,M,3,14
6569,F,6,1
6570,M,1,10
6571,F,1,8
6572,F,1,8
6573,F,2,4
6574,M,3,10
6575,M,3,1
6576,F,5,10
6577,F,3,1
6578,M,4,8
6579,F,2,14
6580,M,2,8
6581,M,5,10
6582,M,1,1
6583,M,2,7
6584,M,1,8
6585,M,6,10
6586,M,1,8
6587,F,6,10
6588,F,1,1
6589,M,3,14
6590,F,1,7
6591,M,1,1
6592,F,2,14
6593,F,2,2
6594,M,4,10
6595,M,1,8
6596,F,2,7
6597,M,2,1
6598,F,2,8
6599,F,3,10
6600,F,1,2
6602,F,3,2
6603,F,6,10
6604,F,3,8
6605,M,3,1
6606,F,2,7
6607,F,2,8
6608,M,2,2
6609,F,2,1
6610,F,1,8
6611,F,3,7
6612,M,1,11
6613,F,4,1
6614,M,1,11
6615,F,5,2
6616,M,4,1
6617,M,2,8
6618,M,4,1
6619,M,1,11
6620,F,6,4
6621,M,6,8
6622,M,1,11
6623,F,4,2
6624,M,3,8
6625,F,2,2
6626,F,4,4
6627,F,3,2
6628,F,1,11
6629,M,3,8
6630,F,3,1
6631,F,1,11
6632,M,1,1
6633,M,4,8
6634,F,6,7
6635,F,3,2
6636,M,4,4
6637,F,1,11
6638,F,3,7
6639,M,2,11
6640,F,1,8
6641,M,1,1
6642,M,3,8
6643,F,2,2
6645,M,2,11
6646,M,4,4
6648,F,4,2
6650,F,1,1
6651,F,2,11
6652,F,5,2
6653,F,2,11
6654,F,2,11
6655,F,4,2
6656,M,5,8
6657,M,3,1
6658,F,2,2
6659,F,1,2
6660,M,5,2
6661,M,5,2
6662,F,2,2
6663,M,3,8
6666,M,1,6
6667,F,6,6
6668,M,5,6
6669,F,4,6
6670,F,1,6
6671,F,6,6
6672,M,4,6
6673,F,2,6
6674,M,6,6
6675,F,3,6
6676,F,5,6
6677,F,6,1
6678,F,4,6
6679,F,6,1
6680,M,2,8
6681,F,4,1
6682,F,3,7
6684,F,1,8
6685,F,6,7
6686,M,6,1
6687,F,5,7
6688,M,2,8
6689,F,5,7
6690,F,1,1
6691,F,3,1
6692,F,1,8
6693,F,2,8
6694,M,4,1
6695,M,1,8
6696,M,3,4
6697,F,3,1
6698,F,2,8
6699,M,6,1
6700,F,4,4
6702,M,1,10
6703,M,1,8
6704,F,6,8
6705,F,4,1
6706,M,2,6
6708,M,1,8
6709,F,6,1
6710,F,5,8
6711,F,4,4
6713,F,2,1
6714,F,4,10
6715,F,5,8
6716,F,3,4
6717,F,1,1
6719,F,2,8
6720,F,4,10
6721,F,1,2
6722,F,3,4
6723,F,5,8
6724,M,1,2
6725,M,4,2
6726,M,5,1
6727,M,2,6
6731,M,2,8
6732,M,6,14
6733,F,5,2
6734,F,2,8
6735,F,3,10
6739,F,4,4
6740,M,1,13
6741,M,1,2
6744,M,4,8
6745,F,4,2
6746,F,1,2
6747,M,2,5
6748,M,5,1
6749,M,5,2
6750,M,4,8
6751,M,4,4
6752,F,2,5
6753,F,2,8
6754,M,5,2
6755,F,2,8
6756,M,1,4
6757,M,5,10
6759,M,5,2
6760,M,1,1
6762,F,2,8
6763,F,5,10
6764,F,1,1
6765,M,1,4
6766,M,1,4
6767,F,2,8
6768,F,4,5
6769,M,3,2
6770,F,2,8
6771,M,2,1
6772,F,3,5
6773,M,4,10
6775,M,1,4
6776,F,1,4
6777,M,5,5
6778,M,1,1
6779,F,5,1
6781,M,4,2
6782,M,2,8
6783,F,4,5
6784,F,2,8
6785,F,1,4
6786,F,5,16
6787,F,4,4
6788,F,3,2
6789,F,5,14
6790,M,4,8
6791,M,2,1
6792,M,5,5
6793,M,4,5
6794,M,4,8
6795,M,2,1
6796,F,3,2
6797,F,4,1
6799,M,5,8
6801,M,6,16
6802,M,1,4
6804,F,1,13
6805,M,2,14
6807,M,6,16
6809,F,6,1
6810,M,3,14
6811,F,3,6
6812,F,6,1
6813,M,2,1
6814,F,1,4
6815,M,6,2
6816,M,3,14
6818,M,2,1
6819,F,1,6
6821,F,3,4
6822,M,2,2
6823,M,5,10
6824,M,5,16
6825,M,2,8
6826,M,3,5
6827,F,2,2
6828,M,2,1
6829,F,5,1
6830,M,2,8
6831,F,1,6
6833,F,3,8
6835,M,2,4
6836,F,2,1
6837,F,1,10
6838,F,5,6
6839,F,4,8
6840,M,1,1
6841,M,3,4
6842,M,6,1
6843,F,4,8
6845,M,5,5
6846,M,5,8
6847,M,2,6
6848,M,6,14
6849,M,5,8
6850,M,3,4
6851,M,1,1
6852,F,3,8
6853,F,5,1
6854,F,2,6
6855,M,6,1
6856,M,2,13
6857,F,3,4
6858,F,5,14
6859,M,1,8
6860,M,6,5
6861,F,5,11
6862,F,4,16
6863,M,1,1
6864,M,1,8
6865,F,3,7
6866,F,4,4
6867,M,1,8
6868,F,3,8
6869,M,1,4
6871,M,3,1
6872,M,2,16
6873,M,6,1
6875,M,1,1
6876,M,3,7
6877,M,3,8
6878,F,6,5
6879,M,4,1
6880,M,5,7
6881,F,3,4
6882,M,3,7
6883,F,1,1
6884,M,5,5
6885,M,4,14
6887,M,1,7
6888,F,4,11
6889,M,6,5
6891,M,3,4
6892,F,1,14
6893,M,5,14
6894,F,3,7
6895,F,2,4
6896,F,1,1
6897,F,2,5
6898,F,4,1
6899,M,1,10
6901,M,6,6
6902,F,2,5
6903,M,6,7
6904,F,2,1
6905,F,2,6
6906,M,2,8
6907,F,5,10
6908,M,3,13
6909,M,1,6
6911,M,2,6
6912,M,1,14
6913,F,4,11
6914,M,2,8
6915,M,2,4
6917,F,2,7
6918,M,2,5
6919,M,4,4
6920,M,3,1
6921,F,4,1
6922,M,1,1
6923,F,1,14
6924,M,2,14
6925,M,5,10
6926,F,2,10
6928,M,3,7
6929,F,4,10
6930,M,3,1
6931,M,2,8
6932,M,4,4
6933,F,5,10
6934,M,2,5
6935,F,1,14
6937,F,3,1
6938,M,5,7
6939,F,4,8
6940,F,6,10
6941,M,3,1
6942,F,2,10
6943,F,6,10
6944,M,2,4
6945,F,4,11
6946,M,4,4
6948,F,3,16
6949,F,2,13
6950,F,6,10
6951,M,1,1
6952,F,4,10
6953,F,2,6
6954,F,5,4
6955,M,4,16
6956,F,4,4
6957,F,3,13
6958,M,2,4
6959,F,1,4
6960,F,1,1
6961,M,3,6
6963,F,4,16
6964,M,3,4
6965,M,1,5
6966,M,3,1
6967,F,3,1
6969,F,2,4
6970,M,3,10
6971,M,2,10
6972,M,4,13
6973,F,3,6
6975,M,5,10
6976,M,3,1
6979,F,4,8
6980,F,1,5
6981,F,4,4
6982,F,4,8
6983,M,4,14
6984,F,5,10
6986,F,4,1
6987,M,1,11
6988,M,3,10
6989,M,5,16
6990,M,5,13
6991,F,1,1
6992,M,3,16
6993,M,2,10
6994,M,4,16
6995,F,3,4
6997,F,5,8
6998,F,3,10
6999,M,6,14
7000,M,1,4
7001,F,6,13
7002,F,3,10
7003,M,2,16
7004,F,1,16
7005,F,3,2
7006,F,4,10
7007,F,4,1
7008,F,4,2
7009,F,4,8
7010,M,3,16
7011,F,1,16
7012,F,2,8
7013,M,6,1
7014,F,4,8
7015,F,2,14
7016,F,6,13
7017,M,1,4
7018,M,2,2
7019,F,1,4
7020,F,2,8
7021,F,4,8
7022,M,4,10
7023,F,1,1
7024,F,2,2
7025,M,6,13
7026,F,3,14
7027,F,3,4
7028,F,5,8
7030,F,1,13
7031,F,5,1
7032,F,2,11
7033,M,4,10
7035,F,3,8
7036,M,6,1
7037,F,3,4
7038,M,4,13
7039,M,3,13
7040,M,1,2
7041,M,1,10
7042,M,4,13
7043,M,5,8
7044,F,4,8
7045,F,3,10
7046,F,3,6
7048,M,5,4
7049,F,3,11
7050,F,1,10
7051,M,3,15
7052,F,5,13
7053,F,5,8
7054,F,5,13
7055,M,1,15
7056,M,4,6
7057,F,5,13
7058,M,4,4
7059,F,5,8
7060,F,2,2
7061,F,3,8
7063,F,3,13
7064,F,6,13
7065,F,1,16
7066,F,5,8
7067,M,4,6
7068,M,1,10
7069,F,1,1
7070,M,3,8
7071,M,4,15
7072,F,1,2
7073,M,5,13
7074,F,2,10
7075,M,4,15
7076,F,4,6
7077,F,3,8
7078,M,3,2
7079,M,3,16
7080,F,3,2
7081,M,3,8
7082,M,4,15
7083,M,2,10
7084,F,6,5
7085,M,1,2
7086,M,3,2
7087,M,6,15
7088,M,3,2
7089,F,3,8
7090,F,3,8
7091,M,5,13
7092,M,3,10
7093,M,6,15
7094,F,6,16
7095,F,5,4
7096,M,2,1
7097,M,4,1
7098,F,3,8
7099,F,1,1
7100,M,6,15
7101,M,4,8
7102,F,5,8
7103,F,3,2
7104,F,2,15
7105,F,4,6
7107,M,3,6
7108,F,3,10
7109,F,4,8
7110,F,1,16
7111,M,1,5
7112,M,3,1
7113,F,5,4
7114,M,2,4
7115,F,3,15
7116,F,3,15
7118,M,5,8
7119,M,5,6
7120,F,3,15
7121,F,2,11
7122,F,4,8
7123,F,1,2
7124,M,5,5
7125,M,3,6
7126,F,4,15
7127,F,1,4
7128,M,6,1
7129,M,3,2
7130,F,5,6
7131,M,5,8
7132,M,3,11
7133,F,6,2
7134,M,1,5
7135,M,4,2
7136,F,4,15
7137,M,3,5
7138,F,2,1
7139,F,6,8
7140,F,6,6
7141,F,4,15
7142,M,3,1
7143,M,3,11
7144,F,4,8
7145,M,3,2
7146,F,2,4
7147,M,4,2
7148,F,2,8
7149,F,5,15
7150,M,4,2
7151,F,6,8
7152,F,4,2
7154,M,2,2
7155,F,1,1
7156,M,3,11
7157,F,3,5
7158,M,2,5
7159,F,4,8
7160,F,1,8
7161,M,3,4
7162,M,3,2
7163,M,3,11
7165,M,5,2
7167,M,4,4
7168,M,1,5
7170,F,1,5
7172,M,1,10
7173,M,4,1
7174,M,3,11
7177,F,1,10
7178,M,5,5
7180,F,4,10
7183,F,1,10
7184,F,3,10
7185,F,2,5
7186,M,2,1
7187,F,6,2
7188,M,6,2
7189,F,3,6
7190,F,2,6
7191,M,2,6
7192,M,1,6
7194,M,4,10
7195,M,1,10
7197,M,4,10
7198,F,2,1
7199,M,2,10
7200,F,2,10
7203,F,5,15
7206,M,5,1
7208,F,4,1
7210,M,1,10
7211,F,6,15
7212,F,3,11
7214,M,4,1
7217,F,6,15
7218,F,3,11
7219,M,6,1
7224,F,3,11
7225,F,4,8
7226,F,5,1
7227,M,4,10
7228,F,2,6
7229,F,3,11
7230,F,4,6
7231,M,4,11
7232,M,4,6
7233,F,4,1
7234,F,3,5
7235,F,2,2
7238,M,1,11
7239,F,4,1
7240,M,4,11
7242,M,4,11
7243,M,2,1
7244,F,3,5
7245,M,5,1
7246,F,4,12
7247,F,4,10
7248,F,4,2
7249,F,3,8
7250,M,5,1
7251,F,5,2
7253,F,2,1
7254,F,5,11
7255,F,1,8
7256,F,3,2
7257,M,5,10
7258,M,5,9
7259,F,3,2
7260,F,4,11
7261,M,5,9
7262,M,1,2
7263,F,3,1
7265,M,5,10
7266,M,4,11
7268,M,4,2
7269,M,6,9
7270,M,4,11
7271,M,4,2
7272,F,4,10
7273,F,4,2
7274,M,4,11
7275,M,2,2
7276,F,4,11
7277,F,5,9
7279,F,3,1
7280,M,3,12
7281,F,4,11
7282,F,4,2
7283,M,1,12
7284,F,4,2
7285,F,6,8
7286,F,4,2
7287,M,5,4
7288,M,2,11
7289,F,2,10
7290,M,2,1
7291,F,2,11
7292,F,6,4
7293,F,4,10
7294,F,6,10
7295,F,6,14
7296,F,3,8
7297,F,4,9
7298,M,4,10
7299,F,4,9
7300,M,3,1
7301,M,4,10
7302,F,2,9
7303,F,4,4
7304,F,5,10
7305,F,2,1
7306,M,2,9
7308,F,2,8
7309,M,6,13
7310,F,1,12
7311,M,5,10
7312,F,3,12
7313,M,3,1
7315,M,1,12
7316,F,1,14
7317,M,3,10
7318,M,3,15
7319,F,5,4
7320,F,3,10
7321,M,3,13
7322,F,3,1
7323,M,3,1
7324,M,1,13
7325,M,3,1
7326,F,2,8
7327,F,4,10
7328,M,3,1
7330,M,2,10
7332,F,1,10
7333,F,6,10
7334,M,5,13
7335,M,5,13
7336,M,1,10
7337,M,3,12
7338,F,3,10
7340,M,6,10
7341,M,4,13
7342,F,6,10
7343,M,5,1
7344,F,6,13
7345,M,5,10
7346,M,2,11
7347,M,4,1
7348,F,1,13
7349,M,6,13
7350,F,3,8
7351,M,1,10
7352,F,3,1
7353,F,1,10
7354,F,6,10
7355,M,3,1
7356,F,2,13
7357,M,5,13
7358,M,6,13
7359,F,2,1
7360,M,2,8
7361,F,2,1
7362,M,2,1
7363,M,4,13
7364,M,4,13
7365,M,3,13
7366,F,2,10
7367,M,6,1
7369,F,4,3
7370,F,4,8
7371,M,6,1
7372,M,5,11
7373,M,6,13
7374,M,6,13
7375,M,6,1
7376,F,6,15
7377,F,5,1
7378,M,6,1
7379,M,1,10
7380,F,6,15
7381,M,6,1
7382,F,1,4
7383,F,5,1
7384,F,6,13
7385,M,1,13
7387,M,1,13
7388,M,1,1
7389,F,1,10
7390,M,2,4
7391,F,4,8
7392,F,6,13
7394,F,1,13
